Class	DocDB Family ID	Serial no.	Title	Publication date
negative	34933820	CN101115473A	Containing caffeine confectionery products	2008-01-30
negative	34933820	CN101115473B	Containing caffeine confectionery products	2011-05-25
negative	34933820	DE602005002728T2	Caffeine confectionery containing	2008-07-24
negative	34933820	EP1693057A1	Confectionery products containing caffeine	2006-08-23
negative	34933820	EP1693057B1	Confectionery products containing caffeine	2007-10-03
negative	34933820	ES2294584T3	Confectionery products containing caffeine.	2008-04-01
negative	34933820	JP2008529551A	The candy product which contains the caffeine 	2008-08-07
negative	34933820	JP4545799B2	The candy product null a. xanthin	2010-09-15
negative	34933820	MX2007010091A	CONFECTIONERY PRODUCTS CONTAINING CAFFEINE.	2007-10-10
negative	34933820	US20060188613A1	Confectionery products containing caffeine	2006-08-24
negative	34933820	WO2006091409A1	CONFECTIONERY PRODUCTS CONTAINING CAFFEINE	2006-08-31
negative	34941730	AT369751T	GEFRORENES LEBENSMITTELPRODUKT	2007-09-15
negative	34941730	AU2006261295A1	Frozen edible product	2006-12-28
negative	34941730	AU2006261295B2	Frozen edible product	2010-06-24
negative	34941730	BRPI0613282A2	produtos comestìveis congelados	2010-12-28
negative	34941730	CA2611882A1	FROZEN EDIBLE PRODUCT	2006-12-28
negative	34941730	CN101203139A	Frozen edible product	2008-06-18
negative	34941730	DE602005002049T2	A frozen food product	2008-05-15
negative	34941730	EP1741345A1	Frozen edible product	2007-01-10
negative	34941730	EP1741345B1	Frozen edible product	2007-08-15
negative	34941730	EP1895857A1	FROZEN EDIBLE PRODUCT	2008-03-12
negative	34941730	ES2292078T3	mestible product congelado.sp.	2008-03-01
negative	34941730	IL187908D0	FROZEN EDIBLE PRODUCT	2008-03-20
negative	34941730	MX2007015470A	FROZEN EDIBLE PRODUCT.	2008-02-25
negative	34941730	US20080280004A1	Individual packages; mixture of vitamin C, fruit, cereal, yogurt, sugars, dairy products, emulsifiers and stabilizers;	2008-11-13
negative	34941730	WO2006136283A1	FROZEN EDIBLE PRODUCT	2006-12-28
negative	34941730	ZA200711051B	Frozen edible product	2009-04-29
negative	34941820	AU2006265336A1	Citrus fruit fibres in emulsions	2007-01-11
negative	34941820	BRPI0612735A2	composição lìquida, processo para preparar uma composição, uso da composição, e, bebida	2012-10-02
negative	34941820	BRPI0612735B1	composição líquida, processo para preparar uma composição, uso da composição, e, bebida	2016-08-23
negative	34941820	CN101222858A	Citrus fruit fibres in emulsions	2008-07-16
negative	34941820	EP1898725A1	CITRUS FRUIT FIBRES IN EMULSIONS	2008-03-19
negative	34941820	EP1898725B1	CITRUS FRUIT FIBRES IN EMULSIONS	2012-11-21
negative	34941820	ES2397134T3	Citrus fruit fibers emulsions	2013-03-05
negative	34941820	JP2008544749A	The can in the emulsion it is hard the fruit fiber of type 	2008-12-11
negative	34941820	JP5480499B2	The can in the emulsion hard the liquid and the can which are suited	2014-04-23
negative	34941820	MX2008000112A	CITRUS FRUIT FIBRES IN EMULSIONS.	2008-03-18
negative	34941820	RU2008104418A	Citrus fruit fiber in the emulsion	2009-08-20
negative	34941820	RU2409992C2	CITRUS FRUIT FIBRES IN EMULSIONS	2011-01-27
negative	34941820	UA94238C2	CITRUS FRUIT FIBERS IN EMULSIONS	2011-04-26
negative	34941820	US20100196519A1	Citrus Fruit Fibers in Emulsions	2010-08-05
negative	34941820	US8647689B2	Citrus fruit fibers in emulsions	2014-02-11
negative	34941820	WO2007003391A1	CITRUS FRUIT FIBRES IN EMULSIONS	2007-01-11
negative	34957950	AT418328T	KOMPRIMIERTE KAUGUMMITABLETTE	2009-01-15
negative	34957950	AU2004321251A1	Compressed chewing gum tablet	2006-01-12
negative	34957950	CA2572639A1	COMPRESSED CHEWING GUM TABLET	2006-01-12
negative	34957950	CA2572639C	COMPRESSED CHEWING GUM TABLET	2013-03-12
negative	34957950	CN1984568A	Compressed chewing gum tablet	2007-06-20
negative	34957950	CN1984568B	Compressed chewing gum tablet	2011-09-28
negative	34957950	DK1765304T3	Compressed chewing gum tablet	2009-04-06
negative	34957950	DK1765304T4	Compressed chewing gum tablet	2019-06-03
negative	34957950	EP1765304A1	COMPRESSED CHEWING GUM TABLET	2007-03-28
negative	34957950	EP1765304B1	COMPRESSED CHEWING GUM TABLET	2008-12-24
negative	34957950	EP1765304B2	COMPRESSED CHEWING GUM TABLET	2019-02-27
negative	34957950	ES2319191T3	Tablet compressed chewing gum.	2009-05-05
negative	34957950	JP2008504828A	Compressed chewing gum tablet	2008-02-21
negative	34957950	JP4875616B2	Compressed chewing gum tablet	2012-02-15
negative	34957950	KR101168348B1	Compressed chewing gum tablet	2012-07-27
negative	34957950	KR20070055496A	COMPRESSED CHEWING GUM TABLET	2007-05-30
negative	34957950	MXPA06015133A	COMPRESSED CHEWING GUM TABLET.	2007-03-27
negative	34957950	US20080063609A1	compact mixture of gum particles, elastomers and emulsifiers, having improved texture and mouth-feel; candy	2008-03-13
negative	34957950	US20140227388A1	Compressed Chewing Gum Tablet	2014-08-14
negative	34957950	US8734763B2	Compressed chewing gum tablet	2014-05-27
negative	34957950	US9445612B2	Compressed chewing gum tablet	2016-09-20
negative	34957950	WO2006002622A1	COMPRESSED CHEWING GUM TABLET	2006-01-12
negative	35000833	JP2005225838A	DIFRUCTOSE ANHYDRIDE-CONTAINING ORAL COMPOSITION	2005-08-25
negative	35000833	JP4613017B2	The oral constituent of the claim 1	2011-01-12
negative	35019742	JP2005237361A	FOOD AND BEVERAGE COMPOSITION	2005-09-08
negative	35019742	JP4451690B2	Food and beverage composition	2010-04-14
negative	35033595	AU2005277929A1	Apparatus and process for preparing confectionery having an inclusion therein using forming rolls and a forming pin	2006-03-02
negative	35033595	AU2005277929B2	Apparatus and process for preparing confectionery having an inclusion therein using forming rolls and a forming pin	2011-05-26
negative	35033595	AU2005277929C1	Apparatus and process for preparing confectionery having an inclusion therein using forming rolls and a forming pin	2012-01-12
negative	35033595	CA2575094A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2006-03-02
negative	35033595	CA2575094C	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2013-03-12
negative	35033595	CA2799503A1	PANNED, SUGAR SHELLED CONFECTIONERY PRODUCT	2006-03-02
negative	35033595	EP1778019A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2007-05-02
negative	35033595	EP1778019B1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2016-08-10
negative	35033595	EP3025588A1	CONFECTIONERY HAVING AN INCLUSION THEREIN	2016-06-01
negative	35033595	US20060024411A1	forming a separation in the parylene polymer layer between a portion of the polymer layer disposed over the light-emitting device and the polymer layer disposed over the electrical contact, remove the portion of the polymer layer over the electric contact; external electrical connections to the OLED	2006-02-02
negative	35033595	US20100021596A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2010-01-28
negative	35033595	US20120114804A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2012-05-10
negative	35033595	US20150272159A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2015-10-01
negative	35033595	US7621734B2	Apparatus and process for preparing confectionery having an inclusion therein using forming rolls and a forming pin	2009-11-24
negative	35033595	US8084069B2	Apparatus and process for preparing confectionery having an inclusion therein using forming rolls and a forming pin	2011-12-27
negative	35033595	US9078456B2	Confectionery having a void formed by a forming pin	2015-07-14
negative	35033595	US9420805B2	Confectionery having a formed hollow section	2016-08-23
negative	35033595	WO2006023066A1	APPARATUS AND PROCESS FOR PREPARING CONFECTIONERY HAVING AN INCLUSION THEREIN USING FORMING ROLLS AND A FORMING PIN	2006-03-02
negative	35055972	AU2005203558A1	A protectant of periodontal membranes	2005-10-13
negative	35055972	CA2520166A1	A PROTECTANT OF PERIODONTAL MEMBRANES	2005-10-06
negative	35055972	CN1764448A	A protectant of periodontal membranes	2006-04-26
negative	35055972	EP1728509A1	PERIODONTAL LIGAMENT-PROTECTING AGENT	2006-12-06
negative	35055972	EP1728509A4	PERIODONTAL LIGAMENT-PROTECTING AGENT	2010-03-17
negative	35055972	JPWO2005092327A1	Dental root membrane protective agent	2008-02-07
negative	35055972	KR100821694B1	A protectant of periodontal membranes	2008-04-11
negative	35055972	KR20060034624A	A PROTECTANT OF PERIODONTAL MEMBRANES	2006-04-24
negative	35055972	KR20070097581A	A PROTECTANT OF PERIODONTAL MEMBRANES	2007-10-04
negative	35055972	TW200531699A	A protectant of periodontal membranes	2005-10-01
negative	35055972	US20060165609A1	Periodontal ligament-protecting agent	2006-07-27
negative	35055972	US20070092456A1	Protectant of periodontal membranes	2007-04-26
negative	35055972	WO2005092327A1	PERIODONTAL LIGAMENT-PROTECTING AGENT	2005-10-06
negative	35136748	US20050238731A1	Composition and method for treating the effects of diseases and maladies of the upper digestive tract	2005-10-27
negative	35136748	US20080038370A1	COMPOSITION AND METHOD FOR TREATING THE EFFECTS OF DISEASES AND MALADIES OF THE UPPER DIGESTIVE TRACT	2008-02-14
negative	35172415	JP2005272374A	FLAVANONE COMPOUND, ITS MANUFACTURING METHOD AND ANTIOXIDANT	2005-10-06
negative	35172415	JP4268896B2	Flavanone chemical compound and the flavanone chemical compound which possesses the production manner	2009-05-27
negative	35241433	JP5027502B2	Osteoporosis prevention or treatment agent	2012-09-19
negative	35241433	JPWO2005105125A1	The bone it is rough pore symptom prevention or the remedy medicine	2008-03-13
negative	35241433	WO2005105125A1	PREVENTIVE OR REMEDY FOR OSTEROPOROSIS	2005-11-10
negative	35320680	CA2580628A1	BERRY OILS AND PRODUCTS	2005-11-17
negative	35320680	CA2580628C	BERRY OILS AND PRODUCTS	2014-08-19
negative	35320680	JP2008500027A	Very oil and the product 	2008-01-10
negative	35320680	JP2011045372A	BERRY OIL AND PRODUCT	2011-03-10
negative	35320680	US20080199547A1	cold pressing; extraction; topical applying cleaning compound;; cardiovascular disorders	2008-08-21
negative	35320680	US20110280971A1	BERRY OILS AND PRODUCTS	2011-11-17
negative	35320680	US7943182B2	cold pressing; extraction; topical applying cleaning compound;; cardiovascular disorders	2011-05-17
negative	35320680	WO2005107476A2	BERRY OILS AND PRODUCTS	2005-11-17
negative	35320680	WO2005107476A3	BERRY OILS AND PRODUCTS	2006-04-27
negative	35323214	JP2005289850A	PRODUCTION METHOD OF MATERIAL CONTAINING HIGH CONCENTRATION OF QUERCETIN	2005-10-20
negative	35323214	JP4685363B2	Production manner of quercetin high concentration content ones where	2011-05-18
negative	35393981	JPWO2005110400A1	Lipase inhibiter and cholesterol esterase inhibiter, neutral fat absorption inhibiter, cholesterol absorption inhibiter and cholesterol ester absorption inhibiter	2008-03-21
negative	35393981	TW200612902A	Inhibiting agents for lipase or cholesterol esterase, and absorption suppressing agents for neutral fat, cholesterol, or cholesterol ester	2006-05-01
negative	35393981	WO2005110400A1	LIPASE INHIBITOR, CHOLESTEROL ESTERASE INHIBTOR, NEUTRAL FAT ABSORPTION INHIBITOR, CHOLESTEROL ABSORPTION INHIBITOR AND CHOLESTEROL ESTER ABSORPTION INHIBITOR	2005-11-24
negative	35442106	JP2005314316A	ANTI-SARS CORONAVIRUS AGENT	2005-11-10
negative	35450600	EP1768499A1	MEDICINAL PRODUCTS INCORPORATING BOUND ORGANOSULFUR GROUPS	2007-04-04
negative	35450600	EP1768499A4	MEDICINAL PRODUCTS INCORPORATING BOUND ORGANOSULFUR GROUPS	2012-01-04
negative	35450600	US20050260250A1	Medicinal products incorporating bound organosulfur groups	2005-11-24
negative	35450600	US8217084B2	Medicinal products incorporating bound organosulfur groups	2012-07-10
negative	35450600	WO2005115173A1	MEDICINAL PRODUCTS INCORPORATING BOUND ORGANOSULFUR GROUPS	2005-12-08
negative	35450642	AU2005247159A1	Pharmaceutical products for treating neoplastic disease and inflammation	2005-12-08
negative	35450642	AU2005247159B2	Pharmaceutical products for treating neoplastic disease and inflammation	2015-07-23
negative	35450642	CA2567959A1	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2005-12-08
negative	35450642	CN1988901A	Is used for treating tumour disease and inflammation the medicine products	2007-06-27
negative	35450642	EP1748775A1	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2007-02-07
negative	35450642	EP1748775A4	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2007-08-22
negative	35450642	IL179473D0	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2007-06-03
negative	35450642	JP2008500322A	The tumor characteristic disease and the medicine product in order to remedy the inflammation 	2008-01-10
negative	35450642	KR20070088326A	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2007-08-29
negative	35450642	US20060013902A1	Pharmaceutical products for treating neoplastic disease and inflammation	2006-01-19
negative	35450642	US20090163581A1	Pharmaceutical Products for Treating Neoplastic Disease and Inflammation	2009-06-25
negative	35450642	WO2005115376A1	PHARMACEUTICAL PRODUCTS FOR TREATING NEOPLASTIC DISEASE AND INFLAMMATION	2005-12-08
negative	35450642	ZA200610170B	Pharmaceutical products for treating neoplastic disease and inflammation	2008-06-25
negative	35450643	AU2005247160A1	Functional foods comprising flavonoids and tocotrienols and methods thereof	2005-12-08
negative	35450643	CA2567963A1	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2005-12-08
negative	35450643	CN1988902A	Containing flavonoids and the growth of phenol by three functional food and its method	2007-06-27
negative	35450643	EP1748773A1	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2007-02-07
negative	35450643	EP1748773A4	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2008-11-12
negative	35450643	IL179474D0	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2007-05-15
negative	35450643	KR20070088324A	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2007-08-29
negative	35450643	US20060013861A1	Functional foods comprising flavonoids and tocotrienols and methods thereof	2006-01-19
negative	35450643	US20090156663A1	Functional Foods Comprising Flavonoids and Tocotrienols and Methods Thereof	2009-06-18
negative	35450643	WO2005115377A1	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2005-12-08
negative	35450643	WO2005115377B1	FUNCTIONAL FOODS COMPRISING FLAVONOIDS AND TOCOTRIENOLS AND METHODS THEREOF	2006-02-16
negative	35450643	ZA200610167B	Functional foods comprising flavonoids and tocotrienols and methods thereof	2008-07-30
negative	35451784	AU2006300977A1	Chewing gum	2007-04-19
negative	35451784	EP1942747A1	CHEWING GUM	2008-07-16
negative	35451784	GB0520956D0	Chewing gum	2005-11-23
negative	35451784	US20100061939A1	Chewing Gum	2010-03-11
negative	35451784	US8865134B2	Chewing gum	2014-10-21
negative	35451784	WO2007042835A1	CHEWING GUM	2007-04-19
negative	35470343	JP2005323504A	OIL AND FAT COMPOSITION	2005-11-24
negative	35478220	AR051415A1	COMPOSICION CONSUMIBLE CON ANTIOXIDANTES	2007-01-10
negative	35478220	AT390850T	VERZEHRBARES PRODUKT MIT ANTIOXIDANTIEN	2008-04-15
negative	35478220	AU2005300798A1	Consumable composition with antioxidants	2006-05-11
negative	35478220	AU2005300798B2	Consumable composition with antioxidants	2009-10-01
negative	35478220	BRPI0516878A	precursor de composição consumìvel, composição consumìvel e método para a produção de uma composição consumìvel	2008-09-23
negative	35478220	BRPI0516878B1	Precursor de chá preto e composição consumível de chá preto	2015-07-21
negative	35478220	CA2585863A1	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2006-05-11
negative	35478220	CA2585863C	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2012-12-18
negative	35478220	CN101048069A	With antioxidant the consumption of the composition	2007-10-03
negative	35478220	CN101048069B	With antioxidant the consumption of the composition	2012-11-14
negative	35478220	DE602005005845T2	Consumable kind of product with antioxidants	2009-05-14
negative	35478220	EP1809119A1	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2007-07-25
negative	35478220	EP1809119B1	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2008-04-02
negative	35478220	ES2303274T3	Consumable composition of antioxidants.	2008-08-01
negative	35478220	JP2008518590A	The intake possible composition which includes the anti- oxidizer 	2008-06-05
negative	35478220	JP4750123B2	Process below intake possible constituent null which includes	2011-08-17
negative	35478220	MY139924A	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2009-11-30
negative	35478220	PT1809119E	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2008-06-09
negative	35478220	RU2007120396A	Edible composition with antioxidants	2008-12-10
negative	35478220	RU2376786C2	EDIBLE COMPOSITION WITH ANTIOXIDANTS	2009-12-27
negative	35478220	SA1954B1	تركيب قابل للإستهلاك الآدمي يحتوي على مضادات أكسدة antioxidants	2008-02-25
negative	35478220	US20060093725A1	black tea precursor containing a polyphenol mixture comprising theaflavin and thearubigin in black tea, and added catechin recovered from green tea or tea leaf; an carbonhydrate selected from high fructose corn syrup or corn syrup	2006-05-04
negative	35478220	US7829132B2	black tea precursor containing a polyphenol mixture comprising theaflavin and thearubigin in black tea, and added catechin recovered from green tea or tea leaf; an carbonhydrate selected from high fructose corn syrup or corn syrup	2010-11-09
negative	35478220	WO2006048122A1	CONSUMABLE COMPOSITION WITH ANTIOXIDANTS	2006-05-11
negative	35509011	US20060099240A1	eating candy comprising homogeneous mixtures of guaran and derivatives, hydroxycitric acid, tyrosine, Vitamin B6, Vitamin B12, cyanocobalamin, corn syrup and maltodextrin and derivatives, as anorexigenic agents	2006-05-11
negative	35509011	US20080095827A1	Candy/lollipop comprising homogeneous mixture of guaran and derivatives, hydroxycitric acid, tyrosine, Vitamin B6, Vitamin B12, cyanocobalamin, corn syrup and maltodextrin and derivatives, as anorexigenic agents	2008-04-24
negative	35509011	US20090232934A1	NUTRITIONAL WEIGHT LOSS AGENT AND METHOD	2009-09-17
negative	35509011	US6982098B1	Suppresses appetite and provides quick energy; a premixed herbal formula combined with a hard candy confection base and comprises Guarana PE 22% (stimulant), hydroxycitric acid (HCA), L-Tyrosine, Vitamin B6, Vitamin B12, Corn syrup and maltodextrin	2006-01-03
negative	35509011	US7311929B2	eating candy comprising homogeneous mixtures of guaran and derivatives, hydroxycitric acid, tyrosine, Vitamin B6, Vitamin B12, cyanocobalamin, corn syrup and maltodextrin and derivatives, as anorexigenic agents	2007-12-25
negative	35509011	US7550161B2	Candy/lollipop comprising homogeneous mixture of guaran and derivatives, hydroxycitric acid, tyrosine, Vitamin B6, Vitamin B12, cyanocobalamin, corn syrup and maltodextrin and derivatives, as anorexigenic agents	2009-06-23
negative	35509011	US8003138B2	Nutritional weight loss agent and method	2011-08-23
negative	35509613	CN101094851A	Having lipase inhibitory activity novel compounds	2007-12-26
negative	35509613	CN101094851B	Having lipase inhibitory activity novel compounds	2011-01-12
negative	35509613	EP1783127A1	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2007-05-09
negative	35509613	EP1783127A4	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2010-06-23
negative	35509613	EP1783127B1	Polyphenols from Oolong tea having inhibitory effect on lipase	2016-03-30
negative	35509613	ES2571131T3	Oolong tea polyphenol having lipase inhibitory effect on	2016-05-24
negative	35509613	HK1108889A1	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2011-05-13
negative	35509613	JP2006001909A	NEW COMPOUND HAVING LIPASE INHIBITING ACTIVITY	2006-01-05
negative	35509613	JP5475938B2	The new chemical compound null lower expression which possesses	2014-04-16
negative	35509613	KR20070027710A	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2007-03-09
negative	35509613	SG153840A1	NOVEL COMPOUND HAVING INHIBITORY EFFECT ON LIPASE	2009-07-29
negative	35509613	TW200602343A	Novel compound having lipase inhibitory activity	2006-01-16
negative	35509613	TWI385166B	NULL	2013-02-11
negative	35509613	US20110118344A1	Novel compound having inhibitory effect on lipase	2011-05-19
negative	35509613	US20120329862A1	NOVEL COMPOUND HAVING INHIBITORY EFFECT ON LIPASE	2012-12-27
negative	35509613	WO2005123725A1	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2005-12-29
negative	35509613	WO2005123725A9	NOVEL COMPOUND HAVING LIPASE INHIBITORY ACTIVITY	2007-08-09
negative	35539790	CN101060792A	For active ingredient of the preparation of the improved rubber plant	2007-10-24
negative	35539790	CN101060792B	For active ingredient of the preparation of the improved rubber plant	2012-09-19
negative	35539790	DK1811859T3	MODIFIED plant gums for powdered PREPARATIONS OF ACTIVE INGREDIENTS	2016-08-22
negative	35539790	EP1811859A2	MODIFIED PLANT GUMS FOR PREPARATIONS OF ACTIVE INGREDIENTS	2007-08-01
negative	35539790	EP1811859B1	MODIFIED PLANT GUMS FOR POWDEROUS PREPARATIONS OF ACTIVE INGREDIENTS	2016-05-04
negative	35539790	JP2008532479A	Vegetable gums which are modified for the preparation of the active ingredient	2008-08-21
negative	35539790	JP5489408B2	The modified plant gum for the preparation of the active ingredient	2014-05-14
negative	35539790	KR101252308B1	MODIFIED PLANT GUMS FOR PREPARATIONS OF ACTIVE INGREDIENTS	2013-04-08
negative	35539790	KR20070084323A	MODIFIED PLANT GUMS FOR PREPARATIONS OF ACTIVE INGREDIENTS	2007-08-24
negative	35539790	WO2006053761A2	MODIFIED PLANT GUMS FOR PREPARATIONS OF ACTIVE INGREDIENTS	2006-05-26
negative	35539790	WO2006053761A3	MODIFIED PLANT GUMS FOR PREPARATIONS OF ACTIVE INGREDIENTS	2007-01-25
negative	35595635	AT526831T	ZUM VERZEHR GEEIGNETE, GEPRESSTE AROMAAGGLOMERATE	2011-10-15
negative	35595635	CN101043820A	It is suitable for consumption of compressing the fragrance agent mass	2007-09-26
negative	35595635	EP1804594A2	PRESSED AROMA AGGLOMERATES SUITABLE FOR CONSUMPTION	2007-07-11
negative	35595635	EP1804594B1	PRESSED AROMA AGGLOMERATES SUITABLE FOR CONSUMPTION	2011-10-05
negative	35595635	JP2008516622A	Compressed cohesion ones which are suited for intake 	2008-05-22
negative	35595635	US20080008801A1	Pressed Agglomerates Suitable for Consumption	2008-01-10
negative	35595635	WO2006045742A2	PRESSED AROMA AGGLOMERATES SUITABLE FOR CONSUMPTION	2006-05-04
negative	35595635	WO2006045742A3	PRESSED AROMA AGGLOMERATES SUITABLE FOR CONSUMPTION	2006-07-06
negative	35610111	DE102004038154A1	Technologically produced coumarin dihydropyridines	2006-03-16
negative	35610111	EP1778852A2	TECHNICALLY PRODUCED DIHYDROCOUMARIN	2007-05-02
negative	35610111	JP2008508870A	Dihydrocoumarin it is industrially produced	2008-03-27
negative	35610111	US20080171123A1	Selected strains of Saccharomyces, Arthrobacter, Pseudomonas, Bacillus, Basidiomycetes and Fusarium can be directly used or coumarin reductase enzyme, for the biotransformation of pure coumarin or  from plant extract, to dihydrocoumarin 	2008-07-17
negative	35610111	WO2006015811A2	TECHNICALLY PRODUCED DIHYDROCOUMARIN	2006-02-16
negative	35610111	WO2006015811A3	TECHNICALLY PRODUCED DIHYDROCOUMARIN	2006-04-06
negative	35695601	AT420978T	VERFAHREN ZUR HERSTELLUNG VON LEDER UND DAFÜR GEEIGNETE VERBINDUNGEN	2009-01-15
negative	35695601	CN100552044C	Method for producing leather and is suitable for the method of compound	2009-10-21
negative	35695601	CN101044253A	Method for producing leather and is suitable for the method of compound	2007-09-26
negative	35695601	DE102004050879A1	A method for the preparation of leather and for this purpose suitable compounds	2006-04-20
negative	35695601	EP1805328A1	PROCESS FOR PRODUCING LEATHER AND COMPOUNDS SUITABLE THEREFOR	2007-07-11
negative	35695601	EP1805328B1	PROCESS FOR PRODUCING LEATHER AND COMPOUNDS SUITABLE THEREFOR	2009-01-14
negative	35695601	WO2006042652A1	PROCESS FOR PRODUCING LEATHER AND COMPOUNDS SUITABLE THEREFOR	2006-04-27
negative	35770617	JP2006001929A	GLUCOSE UPTAKE-ACTIVATING AGENT IN MUSCULAR CELL, GLUT4 TRANSLOCATION-ACTIVATING AGENT IN MUSCULAR CELL, GLUT4 TRANSLOCATION INHIBITORY AGENT IN FAT CELL, PREVENTING AGENT OF DIABETIC COMPLICATION AND BEVERAGE AND FOODSTUFF CONTAINING THEM	2006-01-05
negative	35770617	JP5242885B2	The AMPK activator null tear	2013-07-24
negative	35781956	AU2005257536A1	Poly-gamma-glutamic acid-vitamin complex and use thereof	2006-01-05
negative	35781956	BRPI0511343A	complexo de vitaminas-ácido poli-gama-glutámico e seu uso	2007-12-04
negative	35781956	CA2570665A1	POLY-GAMMA-GLUTAMIC ACID-VITAMIN COMPLEX AND USE THEREOF	2006-01-05
negative	35781956	CN1997345A	Gamma poly glutamic acid vitamin composite and its application	2007-07-11
negative	35781956	EP1773290A1	POLY-GAMMA-GLUTAMIC ACID-VITAMIN COMPLEX AND USE THEREOF	2007-04-18
negative	35781956	JP2008503564A	Polygamma glutamic acid - vitamin mixture and its use 	2008-02-07
negative	35781956	JP4365437B2	Poly-gamma-glutamic acid - vitamin complex and its applications	2009-11-18
negative	35781956	KR100485727B1	POLY-GAMMA-GLUTAMIC ACID-VITAMIN COMPLEX AND USE THEREOF	2005-04-19
negative	35781956	US20080132440A1	Vitamin D or vitamin C complex with polyglutamic acid; improved stability; food, beverage, cosmetic; esterification	2008-06-05
negative	35781956	WO2006001567A1	POLY-GAMMA-GLUTAMIC ACID-VITAMIN COMPLEX AND USE THEREOF	2006-01-05
negative	35782717	AU2005258551A1	Fat combustion accelerator	2006-01-12
negative	35782717	CA2572031A1	FAT COMBUSTION ACCELERATOR	2006-01-12
negative	35782717	CN1984649A	Fat combustion accelerator	2007-06-20
negative	35782717	EP1767203A1	FAT COMBUSTION ACCELERATOR	2007-03-28
negative	35782717	EP1767203A4	FAT COMBUSTION ACCELERATOR	2007-08-15
negative	35782717	JP2006016330A	FAT-BURNING ACCELERATING AGENT	2006-01-19
negative	35782717	KR20070027645A	FAT COMBUSTION ACCELERATOR	2007-03-09
negative	35782717	TW200602026A	Fat burning accelerator	2006-01-16
negative	35782717	US20080124415A1	comprises proanthocyanidin; drink or food for fat combustion acceleration, body fat reduction or adiposity prevention	2008-05-29
negative	35782717	WO2006003909A1	FAT COMBUSTION ACCELERATOR	2006-01-12
negative	35782908	CN1980656A	Lipase inhibitor	2007-06-13
negative	35782908	CN1980656B	Lipase inhibitor new pharmaceutical application	2012-09-05
negative	35782908	EP1767205A1	LIPASE INHIBITORS	2007-03-28
negative	35782908	EP1767205A4	LIPASE INHIBITORS	2010-02-10
negative	35782908	HK1103645A1	NEW PHARMACEUTICAL USES OF THE LIPASE INHIBITOR	2013-01-25
negative	35782908	JP2006016367A	LIPASE INHIBITOR	2006-01-19
negative	35782908	KR20070050433A	LIPASE INHIBITOR	2007-05-15
negative	35782908	TW200604189A	Lipase inhibitor	2006-02-01
negative	35782908	US20080306284A1	Food, beverages; containing epigallocatechin gallate compound	2008-12-11
negative	35782908	WO2006004109A1	LIPASE INHIBITOR	2006-01-12
