Class	DocDB Family ID	Serial no.	Title	Publication date
negative	39416035	US7870087B2	Processing relational database problems using analog processors	2011-01-11
negative	39416035	US8032474B2	Processing relational database problems using analog processors	2011-10-04
negative	39477319	US20080134042A1	Qkd System Wth Ambiguous Control	2008-06-05
negative	39497348	DE102006058011B3	Concept for reading out of an analog sensor output signal	2008-07-17
negative	39497348	US20080136666A1	Method and Apparatus for Reading Out an Analog Sensor Output Signal	2008-06-12
negative	39497348	US7865337B2	Method and apparatus for reading out an analog sensor output signal	2011-01-04
negative	39502367	JP2008116322A	NON-MAGNETIC SERVOMECHANISM MAGNETOMETER	2008-05-22
negative	39596106	EP2281360A1	QUANTUM KEY DEVICE	2011-02-09
negative	39596106	GB0809038D0	Quantum key device	2008-06-25
negative	39596106	US20110085666A1	QUANTUM KEY DEVICE	2011-04-14
negative	39596106	US8654979B2	Quantum key device	2014-02-18
negative	39596106	WO2009141586A1	QUANTUM KEY DEVICE	2009-11-26
negative	39608302	US20080176750A1	SYSTEMS, DEVICES, AND METHODS FOR INTERCONNECTED PROCESSOR TOPOLOGY	2008-07-24
negative	39608302	US8195596B2	Systems, devices, and methods for interconnected processor topology	2012-06-05
negative	39608302	WO2008083498A1	SYSTEMS, DEVICES AND METHODS FOR INTERCONNECTED PROCESSOR TOPOLOGY	2008-07-17
negative	39609024	US20090232387A1	MULTI PARALLAX EXPLOITATION FOR OMNI-DIRECTIONAL IMAGING ELECTRONIC EYE	2009-09-17
negative	39609024	US8170326B2	Multi parallax exploitation for omni-directional imaging electronic eye	2012-05-01
negative	39609024	WO2008086124A1	MULTI PARALLAX EXPLOITATION FOR OMNI-DIRECTIONAL IMAGING ELECTRONIC EYE	2008-07-17
negative	39623367	CN101216939A	A multi-resolution medical image registration method based on quantum behaviors particle swarm algorithm	2008-07-09
negative	39623367	CN101216939B	A multi-resolution medical image registration method based on quantum behaviors particle swarm algorithm	2010-06-02
negative	39655744	JP2008154051A	QUANTUM INFORMATION COMMUNICATION DEVICE, METHOD, AND PROGRAM	2008-07-03
negative	39655744	JP5032105B2	Quantum information communication apparatus, method and program	2012-09-26
negative	39668876	US20080183314A1	QUANTUM INTERACTION CONTROL SYSTEM	2008-07-31
negative	39872241	CA2681147A1	SYSTEMS, METHODS, AND APPARATUS FOR AUTOMATIC IMAGE RECOGNITION	2008-10-30
negative	39872241	CN101657827A	Systems, methods, and apparatus for automatic image recognition	2010-02-24
negative	39872241	CN101657827B	For automatically image identification system method and device	2013-03-20
negative	39872241	EP2143044A1	SYSTEMS, METHODS, AND APPARATUS FOR AUTOMATIC IMAGE RECOGNITION	2010-01-13
negative	39872241	EP2143044A4	SYSTEMS, METHODS, AND APPARATUS FOR AUTOMATIC IMAGE RECOGNITION	2012-08-08
negative	39872241	JP2010525431A	Equipment system of automatic image recognition, and methods,	2010-07-22
negative	39872241	US20080260257A1	SYSTEMS, METHODS, AND APPARATUS FOR AUTOMATIC IMAGE RECOGNITION	2008-10-23
negative	39872241	US20120045136A1	SYSTEMS, METHODS, AND APPARATUS FOR SOLVING PROBLEMS	2012-02-23
negative	39872241	US8073808B2	Systems, methods, and apparatus for automatic image recognition	2011-12-06
negative	39872241	US8655828B2	Systems, methods, and apparatus for solving problems	2014-02-18
negative	39872241	WO2008128338A1	SYSTEMS, METHODS, AND APPARATUS FOR AUTOMATIC IMAGE RECOGNITION	2008-10-30
negative	40002500	WO2008140498A1	GRAVITATIONAL TOMOGRAPHY TECHNIQUE FOR DETERMINING A MASS DISTRIBUTION	2008-11-20
negative	40072408	US20080292102A1	QUANTUM KEY DISTRIBUTION SYSTEM AND METHOD	2008-11-27
negative	40072408	US7881473B2	Quantum key distribution system and method	2011-02-01
negative	40073831	US7460670B1	Systems and methods for managing quantum cryptographic networks	2008-12-02
negative	40129175	US20080313114A1	SYSTEMS, METHODS, AND APPARATUS FOR RECURSIVE QUANTUM COMPUTING ALGORITHMS	2008-12-18
negative	40129175	US8244650B2	Systems, methods, and apparatus for recursive quantum computing algorithms	2012-08-14
negative	40129175	WO2008151427A1	SYSTEMS, METHODS, AND APPARATUS FOR RECURSIVE QUANTUM COMPUTING ALGORITHMS	2008-12-18
negative	40133446	US20080313430A1	METHOD AND SYSTEM FOR INCREASING QUANTUM COMPUTER PROCESSING SPEED USING DIGITAL CO-PROCESSOR	2008-12-18
negative	40133875	EP2356772A1	QUANTUM KEY DISTRIBUTION	2011-08-17
negative	40133875	GB0819665D0	Quantum key dsitribution	2008-12-03
negative	40133875	US20110213979A1	QUANTUM KEY DISTRIBUTION	2011-09-01
negative	40133875	US8639932B2	Quantum key distribution	2014-01-28
negative	40133875	WO2010049673A1	QUANTUM KEY DISTRIBUTION	2010-05-06
negative	40161585	US20090006015A1	Method and apparatus for measuring current density in conductive materials	2009-01-01
negative	40161585	WO2009032033A2	METHOD AND APPARATUS FOR MEASUREING CURRENT DENSITY IN CONDUCTIVE MATERIALS	2009-03-12
negative	40161585	WO2009032033A3	METHOD AND APPARATUS FOR MEASUREING CURRENT DENSITY IN CONDUCTIVE MATERIALS	2009-05-07
negative	40390648	CN101364292A	Method for optimizing production dispatching between corporations under ASP mode	2009-02-11
negative	40454468	US20090074192A1	Systems and methods for enhanced quantum key formation using an actively compensated QKD system	2009-03-19
negative	40454468	US7853020B2	Systems and methods for enhanced quantum key formation using an actively compensated QKD system	2010-12-14
negative	40454468	WO2009038640A1	ENHANCED QUANTUM KEY FORMATION USING AN ACTIVELY COMPENSATED QKD SYSTEM	2009-03-26
negative	40467318	US20100308813A1	HIGH SENSITIVITY SOLID STATE MAGNETOMETER	2010-12-09
negative	40467318	US20100315079A1	ELECTRONIC SPIN BASED ENHANCEMENT OF MAGNETOMETER SENSITIVITY	2010-12-16
negative	40467318	US8547090B2	Electronic spin based enhancement of magnetometer sensitivity	2013-10-01
negative	40467318	US8947080B2	High sensitivity solid state magnetometer	2015-02-03
negative	40467318	WO2009073736A1	SPIN BASED MAGNETOMETER	2009-06-11
negative	40467318	WO2009073740A2	SPIN BASED MAGNETOMETER	2009-06-11
negative	40467318	WO2009073740A3	SPIN BASED MAGNETOMETER	2009-09-24
negative	40477341	CN101387888A	Based on binary quantum particle cluster algorithm mobile robot method for planning path	2009-03-18
negative	40477341	CN101387888B	Based on binary quantum particle cluster algorithm mobile robot method for planning path	2010-12-15
negative	40501427	JP2009049623A	ATOMIC OSCILLATOR	2009-03-05
negative	40641594	JP2009129955A	OPTICAL SYSTEM, AND ATOMIC OSCILLATOR	2009-06-11
negative	40641594	US20090128820A1	OPTICAL SYSTEM AND ATOMIC OSCILLATOR BACKGROUND	2009-05-21
negative	40661761	JP2009088916A	Quantum authentication method, quantum authentication device and quantum authentication system	2009-04-23
negative	40666181	JP2009094624A	OBLIVIOUS TRANSFER METHOD AND SYSTEM THEREOF	2009-04-30
negative	40726151	CN101441729A	This invention claims a method for quantum hereditary algorithm the quanta door rotating angle of step length adjusting method	2009-05-27
negative	40789817	US20090164435A1	METHODS AND SYSTEMS FOR QUANTUM SEARCH, COMPUTATION AND MEMORY	2009-06-25
negative	40789817	US8190553B2	Methods and systems for quantum search, computation and memory	2012-05-29
negative	40790416	EP2245789A2	QUANTUM CRYPTOGRAPHY APPARATUS	2010-11-03
negative	40790416	EP2245789B1	Quantum cryptography apparatus	2014-08-20
negative	40790416	JP2011510582A	Quantum crypto equipment 	2011-03-31
negative	40790416	JP5631743B2	Quantum cryptography devices	2014-11-26
negative	40790416	US20100293380A1	QUANTUM CRYPTOGRAPHY APPARATUS	2010-11-18
negative	40790416	US8855316B2	Quantum cryptography apparatus	2014-10-07
negative	40790416	WO2009093036A2	QUANTUM CRYPTOGRAPHY APPARATUS	2009-07-30
negative	40790416	WO2009093036A3	QUANTUM CRYPTOGRAPHY APPARATUS	2009-09-11
negative	40815608	JP2009123729A	OPTICAL SYSTEM AND ATOMIC OSCILLATOR	2009-06-04
negative	40819308	JP2009128235A	OPTICAL PUMPING MAGNETOMETER	2009-06-11
negative	40819308	JP5118453B2	Optical pumping magnetometer	2013-01-16
negative	40850633	US20090180615A1	QKD STATIONS WITH FAST OPTICAL SWITCHES AND QKD SYSTEMS USING SAME	2009-07-16
negative	40850633	US7583803B2	QKD stations with fast optical switches and QKD systems using same	2009-09-01
negative	40871408	JP2009141048A	Atomic oscillator and the optical system	2009-06-25
negative	40887400	EP2245710A2	METHOD AND DEVICE FOR STABILISING THE SPECTRUM OF A PULSED COHERENT OPTICAL SOURCE	2010-11-03
negative	40887400	US20100329287A1	METHOD AND DEVICE FOR STABILIZING THE SPECTRUM OF A PULSED COHERENT OPTICAL SOURCE	2010-12-30
negative	40887400	WO2009103180A2	METHOD AND DEVICE FOR STABILISING THE SPECTRUM OF A PULSED COHERENT OPTICAL SOURCE	2009-08-27
negative	40887400	WO2009103180A3	METHOD AND DEVICE FOR STABILISING THE SPECTRUM OF A PULSED COHERENT OPTICAL SOURCE	2010-04-22
negative	40978308	EP2224497A1	Photodetector relying on phonon detection	2010-09-01
negative	41136009	US20110026575A1	Method and Apparatus For Enhanced Performance and Crosstalk Measurement in a MIMO Communication System	2011-02-03
negative	41136009	WO2009122410A2	METHOD AND APPARATUS FOR ENHANCED PERFORMANCE AND CROSSTALK MEASUREMENT IN A MIMO COMMUNICATION SYSTEM	2009-10-08
negative	41136009	WO2009122410A3	METHOD AND APPARATUS FOR ENHANCED PERFORMANCE AND CROSSTALK MEASUREMENT IN A MIMO COMMUNICATION SYSTEM	2010-03-18
negative	41190082	JP2009218535A	Atomic oscillator and the optical system	2009-09-24
negative	41247189	JP2009232335A	OPTICAL SYSTEM AND ATOMIC OSCILLATOR	2009-10-08
negative	41350536	EP2484045A2	METHODS AND APPARATUS FOR USE IN QUANTUM KEY DISTRIBUTION	2012-08-08
negative	41350536	GB0917060D0	Methods and apparatus for use in quantum key distribution	2009-11-11
negative	41350536	JP2013506373A	Method and apparatus for use in quantum key distribution	2013-02-21
negative	41350536	JP5784612B2	method and apparatus for use in a quantum key distribution	2015-09-24
negative	41350536	US20120177201A1	METHODS AND APPARATUS FOR USE IN QUANTUM KEY DISTRIBUTION	2012-07-12
negative	41350536	US8683192B2	Methods and apparatus for use in quantum key distribution	2014-03-25
negative	41350536	WO2011039503A2	METHODS AND APPARATUS FOR USE IN QUANTUM KEY DISTRIBUTION	2011-04-07
negative	41350536	WO2011039503A3	METHODS AND APPARATUS FOR USE IN QUANTUM KEY DISTRIBUTION	2011-07-21
negative	41371575	CN101587281A	Method and device for realizing demodulation of mixing auger phase light beam orbit angular momentum state	2009-11-25
negative	41371575	CN101587281B	Method and device for realizing demodulation of mixing auger phase light beam orbit angular momentum state	2011-04-27
negative	41379751	US20090296760A1	Optical Pumping Apparatus and Method to Reduce AC Stark Shift in Atomic Frequency Standards	2009-12-03
negative	41417376	US20110060710A1	QUANTUM AND DIGITAL PROCESSOR HYBRID SYSTEMS AND METHODS TO SOLVE PROBLEMS	2011-03-10
negative	41417376	US20120254586A1	QUANTUM AND DIGITAL PROCESSOR HYBRID SYSTEMS AND METHODS TO SOLVE PROBLEMS	2012-10-04
negative	41417376	US8175995B2	Quantum and digital processor hybrid systems and methods to solve problems	2012-05-08
negative	41417376	WO2009152180A2	PARAMETER LEARNING SYSTEM FOR SOLVERS	2009-12-17
negative	41417376	WO2009152180A3	PARAMETER LEARNING SYSTEM FOR SOLVERS	2010-03-18
negative	41421093	CN101599826A	Can be expanded multi-user quantum key distribution network system and its key distribution method of	2009-12-09
negative	41421093	CN101599826B	Can be expanded multi-user quantum key distribution network system and its key distribution method of	2011-08-24
negative	41430608	JP2010028794A	ATOMIC OSCILLATOR	2010-02-04
negative	41430608	JP5375279B2	Atomic oscillator	2013-12-25
negative	41430608	US20090315629A1	ATOMIC OSCILLATOR	2009-12-24
negative	41430608	US20120062327A1	ATOMIC OSCILLATOR	2012-03-15
negative	41430608	US8067990B2	Atomic oscillator	2011-11-29
negative	41430608	US8593229B2	Atomic oscillator	2013-11-26
negative	41439208	JP2009273088A	OPTICAL SYSTEM AND ATOMIC OSCILLATOR	2009-11-19
negative	41439208	JP5181815B2	When incidence doing resonance	2013-04-10
negative	41464120	JP2010263593A	OPTICAL SYSTEM OF ATOMIC OSCILLATOR, AND ATOMIC OSCILLATOR	2010-11-18
negative	41464120	JP5532679B2	Optics and atomic oscillator of an atomic oscillator	2014-06-25
negative	41464120	US20100002231A1	OPTICAL SYSTEM OF ATOMIC OSCILLATOR AND ATOMIC OSCILLATOR	2010-01-07
negative	41464120	US7911611B2	Optical system of atomic oscillator and atomic oscillator	2011-03-22
negative	41470138	CN101604418A	Based on quantum particle cluster algorithm chemical industry production planning intelligent control system	2009-12-16
negative	41521596	CN101625755A	Ling based on the water inlet of quantum clustering algorithm method for image segmentation	2010-01-13
negative	41521596	CN101625755B	Ling based on the water inlet of quantum clustering algorithm method for image segmentation	2012-09-05
negative	41657046	CN101645169A	Based on quantum and quantum particle cluster algorithm robot vision method for matching	2010-02-10
negative	41657046	CN101645169B	Based on quantum and quantum particle cluster algorithm robot vision method for matching	2012-05-30
negative	41680881	US20100039106A1	MEMS DEVICE WITH TANDEM FLUX CONCENTRATORS AND METHOD OF  MODULATING FLUX	2010-02-18
negative	41680881	US7915891B2	MEMS device with tandem flux concentrators and method of modulating flux	2011-03-29
negative	41683343	IT1395841B1	METODO DI CRITTOGRAFIA QUANTISTICA E SISTEMA DI COMUNICAZIONE CHE IMPLEMENTA IL METODO	2012-10-26
negative	41683343	ITMI20090894A1	METODO DI CRITTOGRAFIA QUANTISTICA E SISTEMA DI COMUNICAZIONE CHE IMPLEMENTA IL METODO	2010-11-21
negative	41683343	WO2010134107A1	ENDLESS POLARIZATION CONTROL USING A FEEDBACK ALGORITHM	2010-11-25
negative	41709750	CN101655368A	Based on nanometer film quantum tunneling effect of electromagnetic drive gyroscope	2010-02-24
negative	41716199	CA2746934A1	SYSTEM AND METHOD FOR GRAVITY MEASUREMENT IN A SUBTERRANEAN ENVIRONMENT	2010-07-15
negative	41716199	EP2376954A1	SYSTEM AND METHOD FOR GRAVITY MEASUREMENT IN A SUBTERRANEAN ENVIRONMENT	2011-10-19
negative	41716199	US20100161226A1	SYSTEM AND METHOD FOR GRAVITY MEASUREMENT IN A SUBTERRANEAN ENVIRONMENT	2010-06-24
negative	41716199	US9442214B2	System and method for gravity measurement in a subterranean environment	2016-09-13
negative	41716199	WO2010080254A1	SYSTEM AND METHOD FOR GRAVITY MEASUREMENT IN A SUBTERRANEAN ENVIRONMENT	2010-07-15
negative	42005656	CN102210121A	The quantum key allocation to the internet key exchange protocol the method of combining	2011-10-05
negative	42005656	CN102210121B	The quantum key allocation to the internet key exchange protocol the method of combining	2014-12-31
negative	42005656	EP2324594A2	METHOD OF INTEGRATING QUANTUM KEY DISTRIBUTION WITH INTERNET KEY EXCHANGE PROTOCOL	2011-05-25
negative	42005656	MY147120A	METHOD OF INTEGRATING QUANTUM KEY DISTRIBUTION WITH INTERNET KEY EXCHANGE PROTOCOL	2012-10-31
negative	42005656	US20110188659A1	METHOD OF INTEGRATING QUANTUM KEY DISTRIBUTION WITH INTERNET KEY EXCHANGE PROTOCOL	2011-08-04
negative	42005656	US8559640B2	Method of integrating quantum key distribution with internet key exchange protocol	2013-10-15
negative	42005656	WO2010030161A2	METHOD OF INTEGRATING QUANTUM KEY DISTRIBUTION WITH INTERNET KEY EXCHANGE PROTOCOL	2010-03-18
negative	42005656	WO2010030161A3	METHOD OF INTEGRATING QUANTUM KEY DISTRIBUTION WITH INTERNET KEY EXCHANGE PROTOCOL	2010-06-24
negative	42034335	CN201430596Y	Can be expanded multi-user quantum key distribution network system	2010-03-24
negative	42078247	US7697693B1	Quantum cryptography with multi-party randomness	2010-04-13
negative	42080967	CN101692284A	Three-dimensional human body motion tracking method based on quantum immune clone algorithm	2010-04-07
negative	42080967	CN101692284B	Three-dimensional human body motion tracking method based on quantum immune clone algorithm	2012-01-04
negative	42112518	US7706535B1	Systems and methods for implementing routing protocols and algorithms for quantum cryptographic key transport	2010-04-27
negative	42130594	US20100109638A1	SYSTEM AND METHOD FOR PROVIDING AMPLITUDE SPECTROSCOPY OF A MULTILEVEL QUANTUM SYSTEM	2010-05-06
negative	42130594	US7912656B2	System and method for providing amplitude spectroscopy of a multilevel quantum system	2011-03-22
negative	42142588	CN101697512A	An anti-interference quantum secure direct communication method and system for	2010-04-21
negative	42142588	CN101697512B	An anti-interference quantum secure direct communication method and system for	2011-08-24
negative	42171236	US20100123091A1	Quantum Sensor Miniaturization Utilizing Entangled Photon Signals	2010-05-20
negative	42171236	US7928356B2	Quantum sensor miniaturization utilizing entangled photon signals	2011-04-19
negative	42239841	KR101118089B1	Apparatus and system for Variable Length Decoding	2012-03-09
negative	42239841	KR20100067053A	APPARATUS AND SYSTEM FOR VARIABLE LENGTH DECODING	2010-06-18
negative	42239841	US20100149005A1	VARIABLE LENGTH DECODING APPARATUS AND METHOD	2010-06-17
negative	42239841	US8089379B2	Variable length decoding apparatus and method	2012-01-03
negative	42240556	US20100150349A1	METHOD AND SYSTEM FOR PERFORMING QUANTUM BIT COMMITMENT PROTOCOL	2010-06-17
negative	42266134	KR101252757B1	Polarization Coding Quantum Cryptography System	2013-04-11
negative	42266134	KR20100073042A	POLARIZATION CODING QUANTUM CRYPTOGRAPHY SYSTEM	2010-07-01
negative	42266134	US20100158252A1	POLARIZATION CODING QUANTUM CRYPTOGRAPHY SYSTEM	2010-06-24
negative	42266134	US8265279B2	Polarization coding quantum cryptography system	2012-09-11
negative	42283435	US20100163110A1	Forms	2010-07-01
negative	42335890	US20100180680A1	INCLINED AXIS GRAVITY GRADIOMETER	2010-07-22
negative	42335890	US7954375B2	Inclined axis gravity gradiometer	2011-06-07
negative	42345348	JP2010133946A	Quantum infrared gas concentration meter and infrared sensor and manufacturing method of the infrared sensor	2010-06-17
negative	42345348	JP5636557B2	Production method and infrared sensor , as well as the quantum infrared gas concentration meter of the infrared sensor	2014-12-10
negative	42402799	CN101710001A	Multiple passes through the ultra stability interferometer and its high precision measuring phase the method of	2010-05-19
negative	42402799	CN101710001B	Multiple passes through the ultra stability interferometer and its high precision measuring phase the method of	2012-11-07
negative	42462984	CN101739508A	Quantum derivative simulated annealing algorithm adopting arbitrary initial rotation angle step length	2010-06-16
negative	42463061	CN101739602A	This invention claims a method for quantum hereditary algorithm for multi-factor decision quantum variation method	2010-06-16
negative	42539941	CN101800545A	Quantum interference device for atomic oscillator and magnetic sensor	2010-08-11
negative	42539941	CN101800545B	Quantum interference device for atomic oscillator and magnetic sensor	2012-12-26
negative	42539941	US20100201452A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND MAGNETIC SENSOR	2010-08-12
negative	42539941	US20120168604A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND MAGNETIC SENSOR	2012-07-05
negative	42539941	US20120267509A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND MAGNETIC SENSOR	2012-10-25
negative	42539941	US20150124307A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND MAGNETIC SENSOR	2015-05-07
negative	42539941	US8237514B2	Quantum interference device, atomic oscillator, and magnetic sensor	2012-08-07
negative	42539941	US8643441B2	Quantum interference device, atomic oscillator, and magnetic sensor	2014-02-04
negative	42539941	US9507179B2	Quantum interference device, atomic oscillator, and magnetic sensor	2016-11-29
negative	42719058	CN101835170A	Based on intelligent evolution for wireless multimedia sensor network coverage method for enhancing	2010-09-15
negative	42719058	CN101835170B	Based on intelligent evolution for wireless multimedia sensor network coverage method for enhancing	2012-09-26
negative	42730700	US20100232533A1	Methods of Selecting Signal Transmitting, Receiving, and/or Sensing Devices with Probabilistic Evolutionary Algorithms in Information Conveyance Systems	2010-09-16
negative	42730700	US8457240B2	Methods of selecting signal transmitting, receiving, and/or sensing devices with probabilistic evolutionary algorithms in information conveyance systems	2013-06-04
negative	42785289	US20100250141A1	SUBSURFACE ELECTRICAL CONDUCTIVITY CONTRAST RECONSTRUCTION USING NARROW-BAND ELECTROMAGNETIC DATA AND FULLWAVE IMAGING	2010-09-30
negative	42785289	US8447521B2	Subsurface electrical conductivity contrast reconstruction using narrow-band electromagnetic data and fullwave imaging	2013-05-21
negative	42931181	CN103180241A	A diamond optical element	2013-06-26
negative	42931181	EP2601132A2	A DIAMOND OPTICAL ELEMENT	2013-06-12
negative	42931181	GB201013112D0	A diamond optical element	2010-09-22
negative	42931181	GB201113244D0	A diamond optical element	2011-09-14
negative	42931181	GB2482596A	A diamond optical element	2012-02-08
negative	42931181	GB2482596B	A diamond optical element	2014-09-03
negative	42931181	JP2013540198A	Diamond optical element 	2013-10-31
negative	42931181	JP5761876B2	diamond optical element	2015-08-12
negative	42931181	US20130270991A1	DIAMOND OPTICAL ELEMENT	2013-10-17
negative	42931181	US9169989B2	Diamond optical element	2015-10-27
negative	42931181	WO2012016977A2	A DIAMOND OPTICAL ELEMENT	2012-02-09
negative	42931181	WO2012016977A3	A DIAMOND OPTICAL ELEMENT	2012-08-23
negative	42967504	JP2010206459A	QUANTUM KEY DISTRIBUTION SYSTEM AND METHOD	2010-09-16
negative	43015934	US7825384B1	Quantum detector array	2010-11-02
negative	43065122	CN103460068A	Micro-fluid unit and it is used together with the spin resonance device	2013-12-18
negative	43065122	EP2616829A1	A MICROFLUIDIC CELL AND A SPIN RESONANCE DEVICE FOR USE THEREWITH	2013-07-24
negative	43065122	GB201015260D0	A microfluidic cell and a spin resonance device for use therewith	2010-10-27
negative	43065122	GB201115515D0	A microfluidic cell and a spin resonance device for use therewith	2011-10-26
negative	43065122	GB2483767A	A microfluidic cell with a diamond sensor comprising a quantum spin defect	2012-03-21
negative	43065122	GB2483767B	A microfluidic cell and a spin resonance device for use therewith	2013-05-29
negative	43065122	JP2013537303A	The spin resonance device which is used for maikurohuruideitsukuseru and maikurohuruideitsukuseru 	2013-09-30
negative	43065122	US20140035584A1	A MICROFLUIDIC CELL AND A SPIN RESONANCE DEVICE FOR USE THEREWITH	2014-02-06
negative	43065122	US8669764B2	Microfluidic cell and a spin resonance device for use therewith	2014-03-11
negative	43065122	WO2012034924A1	A MICROFLUIDIC CELL AND A SPIN RESONANCE DEVICE FOR USE THEREWITH	2012-03-22
negative	43102969	CN101893721A	Wide dynamic range high temperature superconductive magnetic force instrument	2010-11-24
negative	43102969	CN101893721B	Wide dynamic range high temperature superconductive magnetic force instrument	2012-10-03
negative	43123953	US20100140458A1	METHOD AND SYSTEM FOR QUANTUM AND QUANTUM INSPIRED GHOST IMAGING	2010-06-10
negative	43123953	US20100294916A1	METHOD AND SYSTEM FOR CREATING AN IMAGE USING THE QUANTUM PROPERTIES OF SOUND OR QUANTUM PARTICLES	2010-11-25
negative	43123953	US7812303B2	Method and system for creating an image using quantum properties of light based upon spatial information from a second light beam which does not illuminate the subject	2010-10-12
negative	43123953	US8053715B2	Method and system for creating an image using the quantum properties of sound or quantum particles	2011-11-08
negative	43647270	CN102013891A	Quantum interference device for atomic oscillator and magnetic sensor	2011-04-13
negative	43647270	CN102013891B	Quantum interference device for atomic oscillator and magnetic sensor	2013-05-08
negative	43647270	CN103023496A	Quantum interference device for atomic oscillator and magnetic sensor	2013-04-03
negative	43647270	CN103023496B	Quantum interference device for atomic oscillator and magnetic sensor	2016-04-20
negative	43647270	JP2011061272A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND MAGNETIC SENSOR	2011-03-24
negative	43647270	JP5429469B2	Quantum interference devices, atomic oscillator and magnetic sensor	2014-02-26
negative	43647270	US20110057737A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR AND MAGNETIC SENSOR	2011-03-10
negative	43647270	US20120319785A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR AND MAGNETIC SENSOR	2012-12-20
negative	43647270	US8279016B2	Quantum interference device, atomic oscillator and magnetic sensor	2012-10-02
negative	43647270	US8810325B2	Quantum interference device, atomic oscillator and magnetic sensor	2014-08-19
negative	43756085	KR101050153B1	the magnetic field generating device , generating a magnetic field method , the low magnetic field nuclear magnetic resonance , and low field magnetic resonance imaging	2011-07-19
negative	43756085	KR20110031723A	MAGNETIC FIELD GENERATING APPARATUS, MAGNETIC FIELD GENERATING METHOD, LOW MAGNETIC FIELD NUCLEAR MAGNETIC RESONANCE APPARATUS, AND LOW MAGNETIC FIELD MAGNETIC RESONANCE IMAGE APPARATUS	2011-03-29
negative	43756085	US20110068789A1	NUCLEAR MAGNETIC RESONANCE APPARATUS	2011-03-24
negative	43756085	US8350568B2	Nuclear magnetic resonance apparatus	2013-01-08
negative	43796296	AR077887A1	SISTEMA DE INTEGRACION DE CANALES CON INFORMACION CUANTICA EN REDES DE COMUNICACIONES	2011-09-28
negative	43796296	EP2485429A2	SYSTEM FOR INTEGRATION OF CHANNELS WITH QUANTUM INFORMATION IN COMMUNICATION NETWORKS	2012-08-08
negative	43796296	ES2370187A1	System integration channels with quantum information in communication networks.	2011-12-13
negative	43796296	ES2370187B1	System integration channels with quantum information in communication networks	2012-10-26
negative	43796296	MX2012003669A	SYSTEM FOR INTEGRATION OF CHANNELS WITH QUANTUM INFORMATION IN COMMUNICATION NETWORKS.	2012-07-30
negative	43796296	US20130051800A1	SYSTEM FOR INTEGRATION OF CHANNELS WITH QUANTUM INFORMATION IN COMMUNICATION NETWORKS	2013-02-28
negative	43796296	UY32844A	SISTEMA DE INTEGRACIÓN DE CANALES CON INFORMACIÓN CUÁNTICA DE REDES DE COMUNICACIONES	2011-04-29
negative	43796296	WO2011036322A2	SYSTEM FOR INTEGRATION OF CHANNELS WITH QUANTUM INFORMATION IN COMMUNICATION NETWORKS	2011-03-31
negative	43796296	WO2011036322A3	SYSTEM FOR INTEGRATION OF CHANNELS WITH QUANTUM INFORMATION IN COMMUNICATION NETWORKS	2011-07-07
negative	43832027	JP2011044934A	ENCRYPTION COMMUNICATION SYSTEM, AND ENCRYPTION COMMUNICATION METHOD	2011-03-03
negative	43883058	CN102029293A	A multi-motor load optimizing the cold rolling method for controlling	2011-04-27
negative	43883058	CN102029293B	Multiple motor load optimizing the cold rolling method for controlling	2012-12-19
negative	43968785	CN201830272U	Based on quantum key the network of the encryption machine	2011-05-11
negative	43970378	AU2010315007A1	Detection, measurement, and imaging of cells such as cancer and other biologic substances using targeted nanoparticles and magnetic properties thereof	2012-05-31
negative	43970378	AU2010315007B2	Detection, measurement, and imaging of cells such as cancer and other biologic substances using targeted nanoparticles and magnetic properties thereof	2015-05-21
negative	43970378	CA2780148A1	DETECTION, MEASUREMENT, AND IMAGING OF CELLS SUCH AS CANCER AND OTHER BIOLOGIC SUBSTANCES USING TARGETED NANOPARTICLES AND MAGNETIC PROPERTIES THEREOF	2011-05-12
negative	43970378	CA2780148C	DETECTION, MEASUREMENT, AND IMAGING OF CELLS SUCH AS CANCER AND OTHER BIOLOGIC SUBSTANCES USING TARGETED NANOPARTICLES AND MAGNETIC PROPERTIES THEREOF	2017-02-28
negative	43970378	CN102695473A	Detection, measurement, and imaging of cells such as cancer and other biologic substances using targeted nanoparticles and magnetic properties thereof	2012-09-26
negative	43970378	CN102695473B	The use of targeting nanometre particle and the magnetic property of cells such as cancer cells and other biomass of the measuring and imaging	2015-09-23
negative	43970378	EP2496175A1	DETECTION, MEASUREMENT, AND IMAGING OF CELLS SUCH AS CANCER AND OTHER BIOLOGIC SUBSTANCES USING TARGETED NANOPARTICLES AND MAGNETIC PROPERTIES THEREOF	2012-09-12
